type,n,m,seed,generator_timestamp,test_timestamp
martinez,4,1,41602,2023-10-26 00:02:46,2023-10-27 21:50:44
martinez,4,1,41723,2023-10-26 00:02:46,2023-10-27 21:50:44
martinez,4,1,41748,2023-10-26 00:02:46,2023-10-27 21:50:45
martinez,4,1,41875,2023-10-26 00:02:46,2023-10-27 21:50:45
martinez,4,1,41949,2023-10-26 00:02:46,2023-10-27 21:50:45
martinez,4,1,41968,2023-10-26 00:02:46,2023-10-27 21:50:45
martinez,4,1,42047,2023-10-26 00:02:46,2023-10-27 21:50:46
martinez,4,1,42241,2023-10-26 00:02:46,2023-10-27 21:50:46
martinez,4,1,42381,2023-10-26 00:02:46,2023-10-27 21:50:47
martinez,4,1,42665,2023-10-26 00:02:46,2023-10-27 21:50:48
martinez,4,1,42685,2023-10-26 00:02:46,2023-10-27 21:50:48
martinez,4,1,42741,2023-10-26 00:02:46,2023-10-27 21:50:48
martinez,4,1,42892,2023-10-26 00:02:46,2023-10-27 21:50:49
martinez,4,1,42998,2023-10-26 00:02:46,2023-10-27 21:50:49
martinez,4,1,43296,2023-10-26 00:02:46,2023-10-27 21:50:50
martinez,4,1,43303,2023-10-26 00:02:46,2023-10-27 21:50:50
martinez,4,1,43417,2023-10-26 00:02:46,2023-10-27 21:50:51
martinez,4,1,43814,2023-10-26 00:02:46,2023-10-27 21:50:52
martinez,4,1,44026,2023-10-26 00:02:46,2023-10-27 21:50:53
martinez,4,1,44053,2023-10-26 00:02:46,2023-10-27 21:50:53
martinez,4,1,44319,2023-10-26 00:02:46,2023-10-27 21:50:54
martinez,4,1,44346,2023-10-26 00:02:46,2023-10-27 21:50:54
martinez,4,1,44535,2023-10-26 00:02:46,2023-10-27 21:50:55
martinez,4,1,44627,2023-10-26 00:02:46,2023-10-27 21:50:55
martinez,4,1,44699,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44713,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44715,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44718,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44782,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44831,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44853,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44899,2023-10-26 00:02:46,2023-10-27 21:50:56
martinez,4,1,44977,2023-10-26 00:02:46,2023-10-27 21:50:57
martinez,4,1,45168,2023-10-26 00:02:46,2023-10-27 21:50:57
martinez,4,1,45499,2023-10-26 00:02:46,2023-10-27 21:50:59
martinez,4,1,45523,2023-10-26 00:02:46,2023-10-27 21:50:59
martinez,4,1,45559,2023-10-26 00:02:46,2023-10-27 21:50:59
martinez,4,1,45737,2023-10-26 00:02:46,2023-10-27 21:51:00
martinez,4,1,45790,2023-10-26 00:02:46,2023-10-27 21:51:00
martinez,4,1,46051,2023-10-26 00:02:46,2023-10-27 21:51:01
martinez,4,1,46067,2023-10-26 00:02:46,2023-10-27 21:51:01
martinez,4,1,46106,2023-10-26 00:02:46,2023-10-27 21:51:01
martinez,4,1,46335,2023-10-26 00:02:46,2023-10-27 21:51:02
martinez,4,1,46375,2023-10-26 00:02:46,2023-10-27 21:51:02
martinez,4,1,46528,2023-10-26 00:02:46,2023-10-27 21:51:02
martinez,4,1,46547,2023-10-26 00:02:46,2023-10-27 21:51:03
martinez,4,1,46616,2023-10-26 00:02:46,2023-10-27 21:51:03
martinez,4,1,46686,2023-10-26 00:02:46,2023-10-27 21:51:03
martinez,4,1,46737,2023-10-26 00:02:46,2023-10-27 21:51:03
martinez,4,1,46759,2023-10-26 00:02:46,2023-10-27 21:51:03
martinez,4,1,46962,2023-10-26 00:02:46,2023-10-27 21:51:04
martinez,4,1,46987,2023-10-26 00:02:46,2023-10-27 21:51:04
martinez,4,1,46995,2023-10-26 00:02:46,2023-10-27 21:51:04
martinez,4,1,47010,2023-10-26 00:02:46,2023-10-27 21:51:04
martinez,4,1,47531,2023-10-26 00:02:46,2023-10-27 21:51:06
martinez,4,1,47534,2023-10-26 00:02:46,2023-10-27 21:51:06
martinez,4,1,47554,2023-10-26 00:02:46,2023-10-27 21:51:06
martinez,4,1,47688,2023-10-26 00:02:46,2023-10-27 21:51:07
martinez,4,1,47695,2023-10-26 00:02:46,2023-10-27 21:51:07
martinez,4,1,47926,2023-10-26 00:02:46,2023-10-27 21:51:08
martinez,4,1,47985,2023-10-26 00:02:46,2023-10-27 21:51:08
martinez,4,1,48284,2023-10-26 00:02:46,2023-10-27 21:51:09
martinez,4,1,48352,2023-10-26 00:02:46,2023-10-27 21:51:09
martinez,4,1,48600,2023-10-26 00:02:46,2023-10-27 21:51:10
martinez,4,1,48672,2023-10-26 00:02:46,2023-10-27 21:51:10
martinez,4,1,48734,2023-10-26 00:02:46,2023-10-27 21:51:11
martinez,4,1,48941,2023-10-26 00:02:46,2023-10-27 21:51:11
martinez,4,1,48983,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49001,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49013,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49042,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49109,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49173,2023-10-26 00:02:46,2023-10-27 21:51:12
martinez,4,1,49556,2023-10-26 00:02:46,2023-10-27 21:51:14
martinez,4,1,49586,2023-10-26 00:02:46,2023-10-27 21:51:14
martinez,4,1,49594,2023-10-26 00:02:46,2023-10-27 21:51:14
martinez,4,1,49708,2023-10-26 00:02:46,2023-10-27 21:51:14
martinez,4,1,49735,2023-10-26 00:02:46,2023-10-27 21:51:14
martinez,4,1,49767,2023-10-26 00:02:46,2023-10-27 21:51:15
martinez,4,1,49893,2023-10-26 00:02:46,2023-10-27 21:51:15
martinez,4,1,50129,2023-10-26 00:02:46,2023-10-27 21:51:16
martinez,4,1,50154,2023-10-26 00:02:46,2023-10-27 21:51:16
martinez,4,1,50163,2023-10-26 00:02:46,2023-10-27 21:51:16
martinez,4,1,50242,2023-10-26 00:02:46,2023-10-27 21:51:16
martinez,4,1,50333,2023-10-26 00:02:46,2023-10-27 21:51:17
martinez,4,1,50348,2023-10-26 00:02:46,2023-10-27 21:51:17
martinez,4,1,50486,2023-10-26 00:02:46,2023-10-27 21:51:17
martinez,4,1,50544,2023-10-26 00:02:46,2023-10-27 21:51:17
martinez,4,1,50609,2023-10-26 00:02:46,2023-10-27 21:51:18
martinez,4,1,50731,2023-10-26 00:02:46,2023-10-27 21:51:18
martinez,4,1,50810,2023-10-26 00:02:46,2023-10-27 21:51:18
martinez,4,1,50869,2023-10-26 00:02:46,2023-10-27 21:51:19
martinez,4,1,51015,2023-10-26 00:02:46,2023-10-27 21:51:19
martinez,4,1,51325,2023-10-26 00:02:46,2023-10-27 21:51:20
martinez,4,1,51360,2023-10-26 00:02:46,2023-10-27 21:51:21
martinez,4,1,51433,2023-10-26 00:02:46,2023-10-27 21:51:21
martinez,4,1,51706,2023-10-26 00:02:46,2023-10-27 21:51:22
martinez,4,1,51926,2023-10-26 00:02:46,2023-10-27 21:51:23
martinez,4,1,51953,2023-10-26 00:02:46,2023-10-27 21:51:23
martinez,4,1,52036,2023-10-26 00:02:46,2023-10-27 21:51:23
martinez,4,1,52090,2023-10-26 00:02:46,2023-10-27 21:51:23
martinez,4,1,52118,2023-10-26 00:02:46,2023-10-27 21:51:23
martinez,4,1,52188,2023-10-26 00:02:46,2023-10-27 21:51:24
martinez,4,1,52475,2023-10-26 00:02:46,2023-10-27 21:51:25
martinez,4,1,52534,2023-10-26 00:02:46,2023-10-27 21:51:25
martinez,4,1,52555,2023-10-26 00:02:46,2023-10-27 21:51:25
martinez,4,1,52557,2023-10-26 00:02:46,2023-10-27 21:51:25
martinez,4,1,52569,2023-10-26 00:02:46,2023-10-27 21:51:25
martinez,4,1,52704,2023-10-26 00:02:46,2023-10-27 21:51:26
martinez,4,1,52708,2023-10-26 00:02:46,2023-10-27 21:51:26
martinez,4,1,52777,2023-10-26 00:02:46,2023-10-27 21:51:26
martinez,4,1,52840,2023-10-26 00:02:46,2023-10-27 21:51:26
martinez,4,1,52901,2023-10-26 00:02:46,2023-10-27 21:51:26
martinez,4,1,53341,2023-10-26 00:02:46,2023-10-27 21:51:28
martinez,4,1,53357,2023-10-26 00:02:46,2023-10-27 21:51:28
martinez,4,1,53361,2023-10-26 00:02:46,2023-10-27 21:51:28
martinez,4,1,53455,2023-10-26 00:02:46,2023-10-27 21:51:28
martinez,4,1,53538,2023-10-26 00:02:46,2023-10-27 21:51:29
martinez,4,1,53639,2023-10-26 00:02:46,2023-10-27 21:51:29
martinez,4,1,53740,2023-10-26 00:02:46,2023-10-27 21:51:29
martinez,4,1,53794,2023-10-26 00:02:46,2023-10-27 21:51:30
martinez,4,1,54041,2023-10-26 00:02:46,2023-10-27 21:51:31
martinez,4,1,54082,2023-10-26 00:02:46,2023-10-27 21:51:31
martinez,4,1,54087,2023-10-26 00:02:46,2023-10-27 21:51:31
martinez,4,1,54098,2023-10-26 00:02:46,2023-10-27 21:51:31
martinez,4,1,54171,2023-10-26 00:02:46,2023-10-27 21:51:31
martinez,4,1,54535,2023-10-26 00:02:46,2023-10-27 21:51:32
martinez,4,1,54552,2023-10-26 00:02:46,2023-10-27 21:51:32
martinez,4,1,54598,2023-10-26 00:02:46,2023-10-27 21:51:33
martinez,4,1,54723,2023-10-26 00:02:46,2023-10-27 21:51:33
martinez,4,1,54732,2023-10-26 00:02:46,2023-10-27 21:51:33
martinez,4,1,54743,2023-10-26 00:02:46,2023-10-27 21:51:33
martinez,4,1,54861,2023-10-26 00:02:46,2023-10-27 21:51:34
martinez,4,1,55014,2023-10-26 00:02:46,2023-10-27 21:51:34
martinez,4,1,55240,2023-10-26 00:02:46,2023-10-27 21:51:35
martinez,4,1,55292,2023-10-26 00:02:46,2023-10-27 21:51:35
martinez,4,1,55337,2023-10-26 00:02:46,2023-10-27 21:51:35
martinez,4,1,55367,2023-10-26 00:02:46,2023-10-27 21:51:36
martinez,4,1,55371,2023-10-26 00:02:46,2023-10-27 21:51:36
martinez,4,1,55538,2023-10-26 00:02:46,2023-10-27 21:51:36
martinez,4,1,55614,2023-10-26 00:02:46,2023-10-27 21:51:36
martinez,4,1,56069,2023-10-26 00:02:46,2023-10-27 21:51:38
martinez,4,1,56186,2023-10-26 00:02:46,2023-10-27 21:51:39
martinez,4,1,56188,2023-10-26 00:02:46,2023-10-27 21:51:39
martinez,4,1,56335,2023-10-26 00:02:46,2023-10-27 21:51:39
martinez,4,1,56410,2023-10-26 00:02:46,2023-10-27 21:51:39
martinez,4,1,56419,2023-10-26 00:02:46,2023-10-27 21:51:39
martinez,4,1,56428,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56449,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56474,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56541,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56543,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56587,2023-10-26 00:02:46,2023-10-27 21:51:40
martinez,4,1,56764,2023-10-26 00:02:46,2023-10-27 21:51:41
martinez,4,1,56892,2023-10-26 00:02:46,2023-10-27 21:51:41
martinez,4,1,56893,2023-10-26 00:02:46,2023-10-27 21:51:41
martinez,4,1,57004,2023-10-26 00:02:46,2023-10-27 21:51:42
martinez,4,1,57028,2023-10-26 00:02:46,2023-10-27 21:51:42
martinez,4,1,57056,2023-10-26 00:02:46,2023-10-27 21:51:42
martinez,4,1,57105,2023-10-26 00:02:46,2023-10-27 21:51:42
martinez,4,1,57126,2023-10-26 00:02:46,2023-10-27 21:51:42
martinez,4,1,57252,2023-10-26 00:02:46,2023-10-27 21:51:43
martinez,4,1,57458,2023-10-26 00:02:46,2023-10-27 21:51:43
martinez,4,1,57685,2023-10-26 00:02:46,2023-10-27 21:51:44
martinez,4,1,58074,2023-10-26 00:02:46,2023-10-27 21:51:46
martinez,4,1,58143,2023-10-26 00:02:46,2023-10-27 21:51:46
martinez,4,1,58170,2023-10-26 00:02:46,2023-10-27 21:51:46
martinez,4,1,58232,2023-10-26 00:02:46,2023-10-27 21:51:46
martinez,4,1,58462,2023-10-26 00:02:46,2023-10-27 21:51:47
martinez,4,1,58511,2023-10-26 00:02:46,2023-10-27 21:51:47
martinez,4,1,58575,2023-10-26 00:02:46,2023-10-27 21:51:48
martinez,4,1,58757,2023-10-26 00:02:46,2023-10-27 21:51:48
martinez,4,1,58811,2023-10-26 00:02:46,2023-10-27 21:51:48
martinez,4,1,58906,2023-10-26 00:02:46,2023-10-27 21:51:49
martinez,4,1,58970,2023-10-26 00:02:46,2023-10-27 21:51:49
martinez,4,1,59049,2023-10-26 00:02:46,2023-10-27 21:51:49
martinez,4,1,59112,2023-10-26 00:02:46,2023-10-27 21:51:50
martinez,4,1,59204,2023-10-26 00:02:46,2023-10-27 21:51:50
martinez,4,1,59260,2023-10-26 00:02:46,2023-10-27 21:51:50
martinez,4,1,59292,2023-10-26 00:02:46,2023-10-27 21:51:50
martinez,4,1,59321,2023-10-26 00:02:46,2023-10-27 21:51:50
martinez,4,1,59491,2023-10-26 00:02:46,2023-10-27 21:51:51
martinez,4,1,59530,2023-10-26 00:02:46,2023-10-27 21:51:51
martinez,4,1,59687,2023-10-26 00:02:46,2023-10-27 21:51:52
martinez,4,1,59810,2023-10-26 00:02:46,2023-10-27 21:51:52
martinez,4,1,59847,2023-10-26 00:02:46,2023-10-27 21:51:52
martinez,4,1,59970,2023-10-26 00:02:46,2023-10-27 21:51:53
martinez,4,1,60017,2023-10-26 00:02:46,2023-10-27 21:51:53
martinez,4,1,60038,2023-10-26 00:02:46,2023-10-27 21:51:53
martinez,4,1,60075,2023-10-26 00:02:46,2023-10-27 21:51:53
martinez,4,1,60156,2023-10-26 00:02:46,2023-10-27 21:51:53
martinez,4,1,60250,2023-10-26 00:02:46,2023-10-27 21:51:54
martinez,4,1,60267,2023-10-26 00:02:46,2023-10-27 21:51:54
martinez,4,1,60297,2023-10-26 00:02:46,2023-10-27 21:51:54
martinez,4,1,60399,2023-10-26 00:02:46,2023-10-27 21:51:54
martinez,4,1,60663,2023-10-26 00:02:46,2023-10-27 21:51:55
martinez,4,1,60669,2023-10-26 00:02:46,2023-10-27 21:51:55
martinez,4,1,60772,2023-10-26 00:02:46,2023-10-27 21:51:56
martinez,4,1,60966,2023-10-26 00:02:46,2023-10-27 21:51:57
martinez,4,1,61116,2023-10-26 00:02:46,2023-10-27 21:51:57
martinez,4,1,61164,2023-10-26 00:02:46,2023-10-27 21:51:57
martinez,4,1,61266,2023-10-26 00:02:46,2023-10-27 21:51:58
martinez,4,1,61289,2023-10-26 00:02:46,2023-10-27 21:51:58
martinez,4,1,61329,2023-10-26 00:02:46,2023-10-27 21:51:58
martinez,4,1,61332,2023-10-26 00:02:46,2023-10-27 21:51:58
martinez,4,1,61392,2023-10-26 00:02:46,2023-10-27 21:51:58
martinez,4,1,61566,2023-10-26 00:02:46,2023-10-27 21:51:59
martinez,4,1,61600,2023-10-26 00:02:46,2023-10-27 21:51:59
martinez,4,1,61646,2023-10-26 00:02:46,2023-10-27 21:51:59
martinez,4,1,61712,2023-10-26 00:02:46,2023-10-27 21:51:59
martinez,4,1,62351,2023-10-26 00:02:46,2023-10-27 21:52:02
martinez,4,1,62469,2023-10-26 00:02:46,2023-10-27 21:52:02
martinez,4,1,62828,2023-10-26 00:02:46,2023-10-27 21:52:03
martinez,4,1,62841,2023-10-26 00:02:46,2023-10-27 21:52:04
martinez,4,1,62872,2023-10-26 00:02:46,2023-10-27 21:52:04
martinez,4,1,62974,2023-10-26 00:02:46,2023-10-27 21:52:04
martinez,4,1,62980,2023-10-26 00:02:46,2023-10-27 21:52:04
martinez,4,1,63156,2023-10-26 00:02:46,2023-10-27 21:52:05
martinez,4,1,63216,2023-10-26 00:02:46,2023-10-27 21:52:05
martinez,4,1,63344,2023-10-26 00:02:46,2023-10-27 21:52:05
martinez,4,1,63415,2023-10-26 00:02:46,2023-10-27 21:52:06
martinez,4,1,63453,2023-10-26 00:02:46,2023-10-27 21:52:06
martinez,4,1,63477,2023-10-26 00:02:46,2023-10-27 21:52:06
martinez,4,1,63538,2023-10-26 00:02:46,2023-10-27 21:52:06
martinez,4,1,63635,2023-10-26 00:02:46,2023-10-27 21:52:06
martinez,4,1,63665,2023-10-26 00:02:46,2023-10-27 21:52:07
martinez,4,1,63689,2023-10-26 00:02:46,2023-10-27 21:52:07
martinez,4,1,63706,2023-10-26 00:02:46,2023-10-27 21:52:07
martinez,4,1,63719,2023-10-26 00:02:46,2023-10-27 21:52:07
martinez,4,1,63859,2023-10-26 00:02:46,2023-10-27 21:52:07
martinez,4,1,63989,2023-10-26 00:02:46,2023-10-27 21:52:08
martinez,4,1,64260,2023-10-26 00:02:46,2023-10-27 21:52:09
martinez,4,1,64353,2023-10-26 00:02:46,2023-10-27 21:52:09
martinez,4,1,64547,2023-10-26 00:02:46,2023-10-27 21:52:10
martinez,4,1,64647,2023-10-26 00:02:46,2023-10-27 21:52:10
martinez,4,1,64651,2023-10-26 00:02:46,2023-10-27 21:52:10
martinez,4,1,64693,2023-10-26 00:02:46,2023-10-27 21:52:10
martinez,4,1,64773,2023-10-26 00:02:46,2023-10-27 21:52:11
martinez,4,1,64809,2023-10-26 00:02:46,2023-10-27 21:52:11
martinez,4,1,64870,2023-10-26 00:02:46,2023-10-27 21:52:11
martinez,4,1,64955,2023-10-26 00:02:46,2023-10-27 21:52:11
martinez,4,1,64959,2023-10-26 00:02:46,2023-10-27 21:52:11
martinez,4,1,65001,2023-10-26 00:02:46,2023-10-27 21:52:12
martinez,4,1,65189,2023-10-26 00:02:46,2023-10-27 21:52:12
martinez,4,1,65229,2023-10-26 00:02:46,2023-10-27 21:52:12
martinez,4,1,65426,2023-10-26 00:02:46,2023-10-27 21:52:13
martinez,4,1,65629,2023-10-26 00:02:46,2023-10-27 21:52:14
martinez,4,1,65772,2023-10-26 00:02:46,2023-10-27 21:52:14
martinez,4,1,65812,2023-10-26 00:02:46,2023-10-27 21:52:15
martinez,4,1,65852,2023-10-26 00:02:46,2023-10-27 21:52:15
martinez,4,1,66375,2023-10-26 00:02:46,2023-10-27 21:52:17
martinez,4,1,66558,2023-10-26 00:02:46,2023-10-27 21:52:17
martinez,4,1,66633,2023-10-26 00:02:46,2023-10-27 21:52:18
martinez,4,1,66846,2023-10-26 00:02:46,2023-10-27 21:52:18
martinez,4,1,66910,2023-10-26 00:02:46,2023-10-27 21:52:19
martinez,4,1,66932,2023-10-26 00:02:46,2023-10-27 21:52:19
martinez,4,1,67252,2023-10-26 00:02:46,2023-10-27 21:52:20
martinez,4,1,67355,2023-10-26 00:02:46,2023-10-27 21:52:20
martinez,4,1,67386,2023-10-26 00:02:46,2023-10-27 21:52:20
martinez,4,1,67480,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67491,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67493,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67629,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67631,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67639,2023-10-26 00:02:46,2023-10-27 21:52:21
martinez,4,1,67811,2023-10-26 00:02:46,2023-10-27 21:52:22
martinez,4,1,67828,2023-10-26 00:02:46,2023-10-27 21:52:22
martinez,4,1,67879,2023-10-26 00:02:46,2023-10-27 21:52:22
martinez,4,1,67886,2023-10-26 00:02:46,2023-10-27 21:52:22
martinez,4,1,68141,2023-10-26 00:02:46,2023-10-27 21:52:23
martinez,4,1,68336,2023-10-26 00:02:46,2023-10-27 21:52:24
martinez,4,1,68374,2023-10-26 00:02:46,2023-10-27 21:52:24
martinez,4,1,68409,2023-10-26 00:02:46,2023-10-27 21:52:24
martinez,4,1,68829,2023-10-26 00:02:46,2023-10-27 21:52:26
martinez,4,1,69026,2023-10-26 00:02:46,2023-10-27 21:52:27
martinez,4,1,69123,2023-10-26 00:02:46,2023-10-27 21:52:27
martinez,4,1,69136,2023-10-26 00:02:46,2023-10-27 21:52:27
martinez,4,1,69422,2023-10-26 00:02:46,2023-10-27 21:52:28
martinez,4,1,69578,2023-10-26 00:02:46,2023-10-27 21:52:29
martinez,4,1,69740,2023-10-26 00:02:46,2023-10-27 21:52:29
martinez,4,1,70167,2023-10-26 00:02:46,2023-10-27 21:52:31
martinez,4,1,70215,2023-10-26 00:02:46,2023-10-27 21:52:31
martinez,4,1,70372,2023-10-26 00:02:46,2023-10-27 21:52:31
martinez,4,1,70540,2023-10-26 00:02:46,2023-10-27 21:52:32
martinez,4,1,70607,2023-10-26 00:02:46,2023-10-27 21:52:32
martinez,4,1,70672,2023-10-26 00:02:46,2023-10-27 21:52:33
martinez,4,1,70759,2023-10-26 00:02:46,2023-10-27 21:52:33
martinez,4,1,70806,2023-10-26 00:02:46,2023-10-27 21:52:33
martinez,4,1,70997,2023-10-26 00:02:46,2023-10-27 21:52:34
martinez,4,1,71031,2023-10-26 00:02:46,2023-10-27 21:52:34
martinez,4,1,71141,2023-10-26 00:02:46,2023-10-27 21:52:34
martinez,4,1,71424,2023-10-26 00:02:46,2023-10-27 21:52:35
martinez,4,1,71559,2023-10-26 00:02:46,2023-10-27 21:52:36
martinez,4,1,71681,2023-10-26 00:02:46,2023-10-27 21:52:36
martinez,4,1,71732,2023-10-26 00:02:46,2023-10-27 21:52:37
martinez,4,1,71887,2023-10-26 00:02:46,2023-10-27 21:52:37
martinez,4,1,71899,2023-10-26 00:02:46,2023-10-27 21:52:37
martinez,4,1,71923,2023-10-26 00:02:46,2023-10-27 21:52:37
martinez,4,1,71976,2023-10-26 00:02:46,2023-10-27 21:52:37
martinez,4,1,72057,2023-10-26 00:02:46,2023-10-27 21:52:38
martinez,4,1,72070,2023-10-26 00:02:46,2023-10-27 21:52:38
martinez,4,1,72132,2023-10-26 00:02:46,2023-10-27 21:52:38
martinez,4,1,72304,2023-10-26 00:02:46,2023-10-27 21:52:39
martinez,4,1,72423,2023-10-26 00:02:46,2023-10-27 21:52:39
martinez,4,1,72843,2023-10-26 00:02:46,2023-10-27 21:52:41
martinez,4,1,72879,2023-10-26 00:02:46,2023-10-27 21:52:41
martinez,4,1,72900,2023-10-26 00:02:46,2023-10-27 21:52:41
martinez,4,1,73098,2023-10-26 00:02:46,2023-10-27 21:52:42
martinez,4,1,73320,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73331,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73373,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73430,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73438,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73491,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73500,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73563,2023-10-26 00:02:46,2023-10-27 21:52:43
martinez,4,1,73653,2023-10-26 00:02:46,2023-10-27 21:52:44
martinez,4,1,73695,2023-10-26 00:02:46,2023-10-27 21:52:44
martinez,4,1,73968,2023-10-26 00:02:46,2023-10-27 21:52:45
martinez,4,1,74146,2023-10-26 00:02:46,2023-10-27 21:52:46
martinez,4,1,74250,2023-10-26 00:02:46,2023-10-27 21:52:46
martinez,4,1,74489,2023-10-26 00:02:46,2023-10-27 21:52:47
martinez,4,1,74706,2023-10-26 00:02:46,2023-10-27 21:52:48
martinez,4,1,74772,2023-10-26 00:02:46,2023-10-27 21:52:48
martinez,4,1,74855,2023-10-26 00:02:46,2023-10-27 21:52:48
martinez,4,1,75114,2023-10-26 00:02:46,2023-10-27 21:52:49
martinez,4,1,75199,2023-10-26 00:02:46,2023-10-27 21:52:50
martinez,4,1,75294,2023-10-26 00:02:46,2023-10-27 21:52:50
martinez,4,1,75306,2023-10-26 00:02:46,2023-10-27 21:52:50
martinez,4,1,75483,2023-10-26 00:02:46,2023-10-27 21:52:51
martinez,4,1,75637,2023-10-26 00:02:46,2023-10-27 21:52:51
martinez,4,1,75698,2023-10-26 00:02:46,2023-10-27 21:52:51
martinez,4,1,75801,2023-10-26 00:02:46,2023-10-27 21:52:52
martinez,4,1,75951,2023-10-26 00:02:46,2023-10-27 21:52:52
martinez,4,1,75998,2023-10-26 00:02:46,2023-10-27 21:52:53
martinez,4,1,76026,2023-10-26 00:02:46,2023-10-27 21:52:53
martinez,4,1,76058,2023-10-26 00:02:46,2023-10-27 21:52:53
martinez,4,1,76400,2023-10-26 00:02:46,2023-10-27 21:52:54
martinez,4,1,76461,2023-10-26 00:02:46,2023-10-27 21:52:54
martinez,4,1,76495,2023-10-26 00:02:46,2023-10-27 21:52:54
martinez,4,1,76501,2023-10-26 00:02:46,2023-10-27 21:52:54
martinez,4,1,76561,2023-10-26 00:02:46,2023-10-27 21:52:55
martinez,4,1,76590,2023-10-26 00:02:46,2023-10-27 21:52:55
martinez,4,1,76633,2023-10-26 00:02:46,2023-10-27 21:52:55
martinez,4,1,76926,2023-10-26 00:02:46,2023-10-27 21:52:56
martinez,4,1,76987,2023-10-26 00:02:46,2023-10-27 21:52:56
martinez,4,1,77047,2023-10-26 00:02:46,2023-10-27 21:52:56
martinez,4,1,77081,2023-10-26 00:02:46,2023-10-27 21:52:57
martinez,4,1,77204,2023-10-26 00:02:46,2023-10-27 21:52:57
martinez,4,1,77329,2023-10-26 00:02:46,2023-10-27 21:52:58
martinez,4,1,77397,2023-10-26 00:02:46,2023-10-27 21:52:58
martinez,4,1,77481,2023-10-26 00:02:46,2023-10-27 21:52:58
martinez,4,1,77496,2023-10-26 00:02:46,2023-10-27 21:52:58
martinez,4,1,77563,2023-10-26 00:02:46,2023-10-27 21:52:58
martinez,4,1,77596,2023-10-26 00:02:46,2023-10-27 21:52:59
martinez,4,1,77617,2023-10-26 00:02:46,2023-10-27 21:52:59
martinez,4,1,77632,2023-10-26 00:02:46,2023-10-27 21:52:59
martinez,4,1,77644,2023-10-26 00:02:46,2023-10-27 21:52:59
martinez,4,1,77767,2023-10-26 00:02:46,2023-10-27 21:52:59
martinez,4,1,78055,2023-10-26 00:02:46,2023-10-27 21:53:00
martinez,4,1,78064,2023-10-26 00:02:46,2023-10-27 21:53:00
martinez,4,1,78129,2023-10-26 00:02:46,2023-10-27 21:53:01
martinez,4,1,78274,2023-10-26 00:02:46,2023-10-27 21:53:01
martinez,4,1,78321,2023-10-26 00:02:46,2023-10-27 21:53:01
martinez,4,1,78396,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78531,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78595,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78613,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78634,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78652,2023-10-26 00:02:46,2023-10-27 21:53:02
martinez,4,1,78692,2023-10-26 00:02:46,2023-10-27 21:53:03
martinez,4,1,78785,2023-10-26 00:02:46,2023-10-27 21:53:03
martinez,4,1,78986,2023-10-26 00:02:46,2023-10-27 21:53:04
martinez,4,1,79059,2023-10-26 00:02:46,2023-10-27 21:53:04
martinez,4,1,79140,2023-10-26 00:02:46,2023-10-27 21:53:04
martinez,4,1,79173,2023-10-26 00:02:46,2023-10-27 21:53:04
martinez,4,1,79327,2023-10-26 00:02:46,2023-10-27 21:53:05
